wnver::2.1
1740n 716247.010869553 ROOT
1930n 335704.887308332
2119n 380413.491509939
2236n 380412.491509939
2533n 9158.47512947578
2819n 2
2929n 2
3037n 1.66666666666667
3122n 205531.406405213
3991n 59462.0613220407
4359n 95496.183008413
4576n 95258.0044369845
5816n 1
5959n 1
6085n 35.9285714285715
6216n 1
6300n 199.25
7127n 84566.2273394089
7626n 80446.8672383987
15024n 6422.87344126462
16858n 7318.84600840336
18635n 3558.76457455943
19102n 27855.0706906141
20429n 3840.39239453357
20846n 55453.430447115
21810n 330.294642857143
22007n 126071.4074987
22178n 33438.1299589394
22680n 630.913798701299
23153n 57016.1519996138
23591n 24967.0266436994
25099n 2903.42638750139
26074n 45496.9836556813
26552n 5855.08912066265
26997n 3880.73712121212
27378n 30.125
27734n 1
27841n 7.25
28105n 92001.3637410596
28404n 8592.70774361991
29085n 66398.9578113121
29714n 49551.2718539478
30334n 32631.9887784434
31026n 20130.4291927075
31236n 56.0714285714285
31433n 44933.2076891613
32028n 69680.114180269
32604n 4029.97706180173
32870n 32.0320512820512
32965n 40.8333333333333
33168n 1
33330n 1
33580n 5893.24040608085
34088n 6
34282n 1
34452n 2
34733n 1
34896n 4920.06448828949
35417n 3
35501n 1
35611n 45.8888888888889
35807n 17618.7737955672
36532n 1
36619n 71.0737179487183
36930n 1
37220n 1
37378n 56.9742063492063
37568n 1
37654n 16.6527777777778
37902n 1.875
38097n 1
38273n 15
38347n 9
38509n 37.8214285714286
38777n 1.5
38902n 1
39161n 34.3214285714286
39319n 11.5714285714286
39545n 31.1666666666667
39825n 10.156862745098
39971n 1
40097n 4
40256n 1594.2416971917
40668n 300.397619047619
40898n 28.5714285714285
41114n 431.616666666668
41469n 1
41548n 269.334848484848
41944n 138.083333333333
42237n 223.030952380952
42485n 308.273717948718
42790n 17.7777777777778
43008n 16.3333333333333
43235n 1
43449n 1
43585n 744.288966588967
43981n 40
44242n 176.338095238095
44512n 201.207323232323
44668n 37.9727272727273
44846n 266.846001221002
45342n 2
45430n 46.0000000000001
45680n 1
45874n 1
46069n 45.625
46265n 2
46375n 139.833333333333
46549n 76.8333333333333
46698n 158.60641025641
46980n 1
47152n 47.8333333333333
47327n 45.1166666666667
47668n 1.66666666666667
47854n 2.4
47960n 1
48113n 1.25
48233n 3
48361n 7.8
48519n 47.6282051282051
48808n 1.25
49017n 2.75
49211n 38.4615384615384
49401n 10
49516n 30.4615384615384
49709n 2
49849n 3.16666666666667
50036n 1
50221n 1
50376n 1.4
50470n 1
50658n 10.75
50824n 17.25
51115n 3
51344n 1
51421n 45.1666666666667
51729n 1
51849n 1
51933n 4.25
52130n 1.5
52236n 105.533333333333
52585n 1
52740n 31.5
52909n 5
53126n 1
53315n 1
53403n 6.83333333333333
53721n 1
53881n 1
54020n 1
54175n 7
54399n 4
54639n 1
54776n 6.5
55000n 13.5
55250n 1
55394n 10
55574n 31.6999999999999
55763n 2.5
55854n 1
56110n 2
56355n 1
56445n 1.5
56627n 5
56716n 1
56851n 198.207323232323
57235n 164.971212121212
57484n 4.26666666666667
57660n 153.454545454545
57836n 1
58003n 6
58097n 4.5
58309n 1
58522n 7.5
58656n 1
58855n 1
58925n 1
59122n 2
59279n 3
59398n 34.25
59561n 1
59706n 53.6666666666667
59900n 1
60025n 3.16666666666667
60241n 46.5
60439n 1
60559n 3
60779n 1
60914n 476.415944104915
61122n 48.625
61418n 5.5
61667n 2
61760n 378.902055216026
62126n 35
62259n 9
62459n 1.11111111111111
62574n 72.6539682539685
62859n 25.5583333333333
63149n 1
63267n 1.66666666666667
63387n 34.5
63469n 1
63626n 7.23634453781512
63906n 46.8888888888889
64126n 1
64267n 1368.24873737374
64448n 59.547619047619
64687n 1175.49603174603
64952n 18
65204n 1
65305n 19.0000000000001
65448n 16.75
65559n 132.126984126985
65701n 22.7380952380952
65976n 8.33333333333333
66156n 8.33333333333333
66319n 4.33333333333333
66603n 1
66741n 17.5
66887n 25.3333333333333
67046n 1
67159n 18
67430n 1
67590n 1
67671n 1
67801n 1
67904n 3
68063n 1
68201n 1
68349n 2.5
68448n 1
68627n 4
68775n 1
68933n 170.877705627706
69514n 1
69668n 1
69832n 1
70036n 5.57142857142857
70229n 7.21428571428571
70441n 6.6
70659n 1.66666666666667
70776n 8.5
71000n 2.5
71145n 2
71493n 1
71681n 1.33333333333333
71796n 3.26666666666667
72060n 1
72292n 2
72492n 9.66666666666666
72592n 63.047619047619
72758n 36.6324675324675
73251n 4
73402n 2
73549n 1
73721n 5.81818181818182
73843n 1.5
74003n 1.33333333333333
74127n 2.26666666666667
74254n 1
74324n 1
74494n 10.7142857142857
74815n 40.2380952380952
75100n 1
75180n 1.5
75350n 1153.36868131868
75787n 1
