wnver::2.1
1740n 582904.898364324 ROOT
1930n 338092.628205025
2119n 244723.557338787
2236n 244722.557338787
2533n 9272.34049583456
2819n 1
2929n 2
3037n 2.66666666666667
3122n 190391.494506532
3991n 45422.8729307997
4359n 114383.191458541
4576n 114134.393839494
5816n 1
5959n 1
6085n 77.6428571428562
6216n 1
6300n 169.154761904762
7127n 100805.774449733
7626n 97194.4828191415
15024n 8599.83370730575
16858n 7478.60978057889
18635n 3754.49446117608
19102n 31984.2042639293
20429n 3832.38838596043
20846n 41577.0444036896
21810n 222.499206349206
22007n 94445.6157768945
22178n 36280.5913914253
22680n 2072.56488095238
23153n 54896.1863690227
23591n 26881.430043894
25099n 6652.11469641471
26074n 26846.9521176016
26552n 2443.03927306309
26997n 4034.48409090909
27378n 57.9583333333333
27734n 1
27841n 4
28105n 56091.4595045168
28404n 5637.81448899591
29085n 42449.335600263
29714n 23770.937769172
30334n 10449.818971854
31026n 4711.54234110166
31236n 23.2428571428571
31433n 33293.2826871066
32028n 27789.4793016901
32604n 2430.2970841785
32870n 56.3461538461545
32965n 196.299999999999
33168n 1
33330n 1
33580n 3731.88765703251
34088n 6
34282n 1
34452n 1
34733n 1
34896n 3225.49600946439
35417n 1.5
35501n 1
35611n 7.375
35807n 12271.0578654189
36532n 1
36619n 83.8493589743594
36930n 1
37220n 1
37378n 18.8261904761905
37568n 1
37654n 4.5
37902n 1.5
38097n 1
38273n 126
38347n 1
38509n 12.3261904761905
38777n 1
38902n 1
39161n 7.32619047619048
39319n 2.47619047619048
39545n 16
39825n 22.3529411764705
39971n 1
40097n 1.33333333333333
40256n 188.028663003663
40668n 148.772619047619
40898n 6.57142857142857
41114n 870.166666666663
41469n 1
41548n 334.093939393939
41944n 57.3333333333333
42237n 78.247619047619
42485n 224.812995337995
42790n 9.77777777777778
43008n 3.5
43235n 2
43449n 1
43585n 526.782160813043
43981n 1
44242n 112.060317460317
44512n 59.8018939393939
44668n 91.7272727272727
44846n 349.152655677656
45342n 1
45430n 6.8
45680n 1
45874n 1
46069n 4.375
46265n 1
46375n 36.6666666666666
46549n 46.25
46698n 92.0192307692307
46980n 1
47152n 40.75
47327n 26.6333333333333
47668n 1.66666666666667
47854n 1.8
47960n 1
48113n 1
48233n 2.5
48361n 1
48519n 27.301282051282
48808n 4.75
49017n 1
49211n 18.3846153846153
49401n 1
49516n 18.3846153846153
49709n 1
49849n 3
50036n 1
50221n 1
50376n 1.2
50470n 1
50658n 4.25
50824n 9.25
51115n 2
51344n 1
51421n 415.833333333331
51729n 1
51849n 1
51933n 2.5
52130n 1.5
52236n 25.6666666666667
52585n 1
52740n 7.16666666666667
52909n 3
53126n 1
53315n 1
53403n 4
53721n 1
53881n 1
54020n 1
54175n 1
54399n 2
54639n 1
54776n 1
55000n 6.5
55250n 1
55394n 1
55574n 1
55763n 1.75
55854n 1
56110n 2
56355n 1
56445n 1.5
56627n 329.333333333332
56716n 1
56851n 55.8018939393939
57235n 25.9893939393939
57484n 2.86666666666667
57660n 19.5393939393939
57836n 1
58003n 1.33333333333333
58097n 14.6875
58309n 1
58522n 1
58656n 1 ROOT
58855n 1
58925n 1 ROOT
59122n 2
59279n 1
59398n 20.25
59561n 1
59706n 47.0833333333333
59900n 2
60025n 1.33333333333333
60241n 41.75
60439n 1
60559n 2
60779n 1
60914n 280.002966641202
61122n 6.375
61418n 1
61667n 1
61760n 263.252966641202
62126n 5
62259n 1
62459n 1.77777777777778
62574n 44.0253968253968
62859n 15.6458333333333
63149n 1
63267n 11.6666666666667
63387n 1
63469n 1
63626n 14.3235294117647
63906n 8.375
64126n 1
64267n 1401.30963203463
64448n 27.3333333333333
64687n 1161.94761904762
64952n 4
65204n 1
65305n 7.89999999999998
65448n 2
65559n 43.4523809523809
65701n 26.0357142857143
65976n 4
66156n 1.5
66319n 5.33333333333333
66603n 1
66741n 1
66887n 24.3333333333333
67046n 1
67159n 10
67430n 1
67590n 2
67671n 1
67801n 2
67904n 1
68063n 1
68201n 2
68349n 2.5
68448n 1
68627n 1
68775n 1
68933n 205.387012987013
69514n 1
69668n 1
69832n 1
70036n 7.42857142857143
70229n 25.6357142857143
70441n 7.8
70659n 1.66666666666667
70776n 5
71000n 1
71145n 2
71493n 1
71681n 1
71796n 3.86666666666667
72060n 1
72292n 1
72492n 2
72592n 31.5833333333333
72758n 33.4965367965368
73251n 1
73402n 6
73549n 1
73721n 3.27272727272727
73843n 4
74003n 1
74127n 2.86666666666667
74254n 1
74324n 1
74494n 7.35714285714286
74815n 32.0357142857142
75100n 1
75180n 1
75350n 66.5465201465201
75787n 1
75912n 5.66666666666667
76130n 1
76306n 1
76413n 1
76698n 1
76895n 21.5
77089n 4
77275n 7
77480n 1
77629n 1
77785n 1
77973n 1
78119n 1
78351n 1
78496n 1
78620n 46.6153846153851
78845n 399
79051n 1
79272n 1
79449n 9
79713n 2
79958n 1
80100n 1
80224n 1
80402n 2.14285714285714
80631n 4.4
80747n 1.14285714285714
81137n 2.39285714285714
81325n 1.25
81462n 4.25
81606n 1
81852n 31.1666666666667
82015n 7.33333333333333
82286n 1
82539n 1
82685n 1
82863n 19.75
83076n 2.5
83322n 3
83473n 5
83784n 1
83941n 2
84191n 1
84298n 7
84453n 4.2
84773n 1
84918n 1.75
85123n 21.125
85363n 4
85549n 1.66666666666667
85854n 1
86067n 1
86181n 59.1154761904763
86425n 32.6988095238096
86727n 21.1666666666667
86934n 1
87051n 19.8608058608058
87357n 1
87591n 1
87776n 1
87953n 7.33333333333333
88093n 3.16666666666667
88310n 1
88479n 20.6666666666667
88713n 6
88934n 3
89104n 1
89203n 2
89370n 2
89479n 1
89593n 1
89677n 1
89912n 1
90066n 1
90363n 1
90547n 1
90713n 2
90834n 1
91061n 1
91190n 84.7269841269841
91581n 1
91708n 27.3222222222222
91951n 3.6
92211n 1.6
92499n 2.22222222222222
92665n 1
92832n 16
93040n 13
93213n 34.0984848484849
93584n 1
93682n 3
93922n 1
94054n 1
