wnver::2.1
1740n 478049.898364324 ROOT
1930n 272204.628205025
2119n 205765.557338787
2236n 205765.557338787
2533n 6466.34049583456
2819n 0
2929n 1
3037n 1.66666666666667
3122n 149305.494506532
3991n 32006.8729307997
4359n 92605.1914585413
4576n 92507.3938394937
5816n 0
5959n 0
6085n 75.6428571428562
6216n 0
6300n 22.1547619047619
7127n 87324.7744497332
7626n 85054.4828191415
15024n 4453.83370730575
16858n 2542.60978057889
18635n 2426.49446117608
19102n 25134.2042639293
20429n 2397.38838596043
20846n 29495.0444036896
21810n 119.499206349206
22007n 80569.6157768945
22178n 31760.5913914253
22680n 2028.56488095238
23153n 47336.1863690227
23591n 22958.430043894
25099n 6199.11469641471
26074n 21912.9521176016
26552n 1914.03927306309
26997n 3923.48409090909
27378n 44.9583333333333
27734n 0
27841n 1
28105n 46780.4595045168
28404n 3973.81448899591
29085n 35346.335600263
29714n 15371.937769172
30334n 8804.81897185396
31026n 3937.54234110166
31236n 2.24285714285714
31433n 28133.2826871066
32028n 25501.4793016901
32604n 1773.2970841785
32870n 55.3461538461545
32965n 186.299999999999
33168n 0
33330n 0
33580n 3220.88765703251
34088n 1
34282n 0
34452n 0
34733n 0
34896n 2793.49600946439
35417n 0.5
35501n 0
35611n 6.375
35807n 10239.0578654189
36532n 0
36619n 74.8493589743594
36930n 0
37220n 0
37378n 7.82619047619048
37568n 0
37654n 0.5
37902n 0.5
38097n 0
38273n 125
38347n 0
38509n 7.32619047619048
38777n 0
38902n 0
39161n 5.32619047619048
39319n 1.47619047619048
39545n 11
39825n 20.3529411764705
39971n 0
40097n 0.333333333333333
40256n 134.028663003663
40668n 118.772619047619
40898n 0.571428571428571
41114n 842.166666666663
41469n 0
41548n 309.093939393939
41944n 44.3333333333333
42237n 68.247619047619
42485n 200.812995337995
42790n 3.77777777777778
43008n 0.5
43235n 1
43449n 0
43585n 407.782160813043
43981n 0
44242n 93.0603174603175
44512n 33.8018939393939
44668n 78.7272727272727
44846n 299.152655677656
45342n 0
45430n 3.8
45680n 0
